,YLabel,Max,Min,Mean,SD,Variance,RMS,ZeroXings,TPeaks,TMax1,TMax2,TMax3,FPeaks,FMax1,FMax2,FMax3,PSD,RelativeAlpha,RelativeBeta,RelativeTheta,RelativeDelta
2828,1,210,-239,-2.702247191011236,119.83952798163149,14361.512466860238,119.86999043439343,15,12,197.08256022709696,201.78329185128808,203.6880432345826,16,38.64354261439763,57.56579724999019,80.20904496312028,11714.81,0.3,0.05,0.58,0.1
2829,1,1001,-1028,32.28651685393258,471.4104725591376,222227.83363842944,472.51481755495115,27,16,753.087270610572,788.6527039013087,863.1249165540212,18,230.66206606888443,237.22524692035273,370.1000971222819,197184.1,0.05,0.7,0.19,0.05
2830,2,48,-42,15.095505617977528,21.016229202996666,441.6818899128898,25.87578365528822,9,15,42.958031988623816,45.11762712554992,47.02887902183531,7,3.690833387527964,5.634473664173019,16.792679417710644,455.07,0.09,0.07,0.71,0.07
2831,5,66,-60,0.05056179775280899,29.40348379418576,864.5648592349447,29.403527266815065,18,12,51.9910371917487,55.74428211158762,63.44958102618166,11,13.648946004887117,15.963258110549273,17.5162438122216,622.02,0.32,0.21,0.2,0.22
2832,1,697,-409,1.4157303370786516,289.57286672928274,83852.44514581494,289.57632748241394,9,10,587.5979315479303,589.4923122855412,677.7546579025959,13,42.9165483706428,187.47049531298603,230.92511555822205,53475.89,0.23,0.04,0.69,0.12
2833,1,588,-1864,-16.01685393258427,517.7449208700472,268059.80308673135,517.9926087277976,8,16,516.0000866660984,529.2020029465729,565.9891058382224,20,144.69811942790713,304.35822324395923,455.32419117518265,218717.32,0.09,0.23,0.25,0.44
2834,1,442,-320,-18.320224719101123,164.76477525246239,27147.431163994443,165.78016104996644,13,13,298.7661447525754,366.2797554110127,424.0239974379961,17,83.10261350146405,98.53807772329941,84.62796438565678,13595.18,0.24,0.18,0.28,0.18
2835,5,82,-78,-2.5280898876404496,33.69045805220227,1135.0469637672006,33.78517725641218,17,16,44.021558151441965,56.11277694945117,76.65122118016713,13,11.726736219103033,18.717954401365272,20.205021355370402,806.25,0.12,0.17,0.13,0.41
2836,3,141,-123,8.48876404494382,67.10123483550763,4502.575716449943,67.63604683495831,18,16,125.73168951177698,126.70020522124474,126.97836640049229,17,33.19612084396357,42.896819761740744,53.93392740952421,6145.81,0.03,0.06,0.19,0.6
2837,2,111,-151,-35.98314606741573,61.80628260846579,3820.016569877541,71.51785351075993,10,16,30.587583595398158,30.967042405017796,103.52729142272892,12,18.829532827420493,21.08539905839378,75.08651531118316,4519.84,0.01,0.01,0.02,0.54
2838,4,183,-126,3.2865168539325844,56.94065448176296,3242.2381328115125,57.03542167673258,29,17,93.54444726760337,102.02428571316915,160.70950769819007,12,21.67424169612635,42.23059202982897,27.898673789342006,2758.0,0.14,0.69,0.03,0.06
2839,4,252,-224,-14.52808988764045,102.91919923177002,10592.361570508772,103.93953514564193,23,12,166.32549262357418,182.19660141132593,191.49824754117014,16,23.414395917268042,26.930203220508595,115.53557382485471,7540.41,0.81,0.17,0.02,0.05
2840,4,128,-192,-22.764044943820224,72.90797993837577,5315.573538694605,76.37915475376037,25,16,94.11966016153048,99.27006765973181,101.2323431913311,14,35.614210524501885,37.364159874720265,53.001173366018755,6390.78,0.11,0.65,0.09,0.11
2841,5,82,-72,2.7247191011235956,31.728970850206135,1006.7275912132307,31.84574830951941,12,17,55.52076889615415,58.955092637916216,77.22040688650132,14,11.524170576062357,14.248664342742407,22.293468001357226,1367.48,0.07,0.12,0.08,0.59
2842,2,-10,-65,-39.53932584269663,12.321586228483788,151.82148718596136,41.41472896544053,0,15,-21.62671278183594,-16.32771919858771,-15.698264092890454,10,5.326281648195358,5.69791352530513,10.118095371947287,162.06,0.05,0.12,0.57,0.27
2843,5,89,-148,9.724719101123595,39.8985730388829,1591.8961305390733,41.06660799402395,19,21,72.08440411368036,72.24077134486801,75.2942402542569,12,14.774815295023327,21.010393382120803,27.297613142664304,1211.48,0.2,0.26,0.13,0.38
2844,3,106,-176,-33.96629213483146,67.51228759373642,4557.908976139376,75.57524712184599,14,15,63.45078307304235,67.23147278656445,94.53317428063129,14,33.998099873409345,35.2837756386009,35.288284455299205,4938.34,0.16,0.07,0.28,0.37
2845,4,82,-165,-47.28089887640449,47.33801208285014,2240.887387956066,66.90568575627077,15,17,26.280809100966913,41.45884808214737,64.95661618459508,15,17.785683821178157,35.9337789627712,18.342242586768403,2518.0,0.09,0.6,0.1,0.19
2846,2,67,-174,-31.365168539325843,53.357773990266054,2847.052045196313,61.8936656104373,10,11,32.308250624015784,40.17813553028067,62.27514683562966,8,9.687374692251307,18.043916577066895,36.55678560193853,3072.79,0.07,0.02,0.6,0.32
2847,3,122,-170,-30.747191011235955,65.32604585760936,4267.49226739048,72.20029101376193,11,13,56.47117901823645,113.89960973937576,60.41978060061386,11,17.552470941168266,18.74899394496509,29.15631825066759,4285.25,0.12,0.03,0.2,0.42
2848,5,57,-98,-10.634831460674157,31.49007905522276,991.6250789041792,33.237399403399834,12,16,32.769766562661566,50.82177725114149,39.715692006077745,12,7.5334969392525055,11.339937988915324,31.574535312257677,1097.98,0.03,0.12,0.08,0.43
2849,3,76,-37,13.887640449438202,27.024100023367485,730.3019820729704,30.383688705057565,7,11,47.69269486348631,57.61779083644594,72.58537458981488,8,9.206953651036903,12.85362585221199,28.229835320609094,768.54,0.09,0.03,0.12,0.41
2850,4,165,-150,11.48876404494382,62.03951610986802,3848.901559146573,63.09432033413916,20,11,128.68916517312107,150.77955610633208,153.04712780807625,9,14.533866709990317,47.624683002647124,42.124828749203395,2752.86,0.74,0.16,0.13,0.02
2851,4,16,-161,-75.03370786516854,39.754993874193076,1580.459537937129,84.91476228508553,3,15,-13.592947838559606,4.198433034175963,1.3908895832069663,12,14.775308828737394,16.695165687773756,21.12758658828879,1635.59,0.15,0.26,0.17,0.24
2852,5,36,-62,-2.0224719101123596,22.336284547184796,498.90960737280636,22.427661492005804,15,17,24.251427768673587,25.648508640447787,33.76645541252735,11,7.858693456147071,13.767258343778476,14.242782512890473,768.77,0.15,0.08,0.14,0.54
2853,5,107,-110,-10.97191011235955,44.75356112568163,2002.881233430122,46.07888936317607,16,13,68.153174377847,76.92030271044598,93.87720549768365,15,18.249583726239795,20.0174973149991,40.31968414180474,1711.29,0.22,0.36,0.07,0.16
2854,1,231,-176,-14.803370786516854,111.94516409349131,12531.719763918698,112.91970399607766,13,10,170.69083671151702,219.94949642209076,191.3852918363496,15,30.60232933007632,38.357312776187726,92.55506134540157,12058.92,0.04,0.08,0.85,0.05
2855,3,46,-45,-2.8820224719101124,22.145144605928234,490.40742961747236,22.33189385488986,3,15,25.71690043077706,34.59354584255804,44.47676971352644,9,4.63406034264504,8.414424481675898,25.824187243816862,435.05,0.04,0.14,0.03,0.37
2856,1,525,-381,-8.730337078651685,283.20537924352817,80205.28683247062,283.33991179849255,13,15,435.6404169022261,437.9910894090515,466.4418464012224,16,76.22013417762601,81.75084453542169,248.94284390102172,79987.82,0.01,0.13,0.86,0.01
2857,4,40,-182,-71.39887640449439,48.80876923047449,2382.295953793713,86.48754537861494,10,20,9.970123293296826,18.6691943992369,29.34125756223937,13,25.78110232270088,27.624736757835926,28.594682827360174,2040.16,0.1,0.42,0.19,0.17
2858,4,225,-69,50.7247191011236,52.57565502516912,2764.199501325591,73.05611972458901,25,19,134.87024426378082,166.33119206742967,205.6743353910045,20,22.26737370295461,27.661026914131373,24.32689289480628,1957.56,0.09,0.36,0.17,0.18
2859,1,367,-315,29.49438202247191,207.29182727216138,42969.90165383159,209.37960794862306,9,13,335.9037242958532,343.6497048581948,347.1799630713467,17,43.4613048585532,44.516948535518246,223.53370529006696,39775.84,0.02,0.05,0.03,0.95
2860,3,27,-165,-50.90449438202247,48.27189940260649,2330.1762719353615,70.15300293091322,4,11,20.951234230557734,23.69736843238642,24.01691602297165,13,19.842732900748917,36.483638015411344,39.58349410922237,1921.56,0.02,0.02,0.22,0.53
2861,2,72,-61,-3.393258426966292,31.46823544769618,990.2498421916425,31.650656311422992,6,16,45.69195911641396,60.491443785323995,67.1397400849504,10,6.761733126588831,7.308318835320261,29.25335890606357,1119.82,0.05,0.05,0.08,0.53
2862,2,66,-94,-3.3820224719101124,41.597727254785674,1730.3709127635389,41.7349851894552,8,9,60.68559391989651,64.14656685262571,64.65877058076313,9,8.70567174737501,26.120382509747536,30.170100431828722,1757.9,0.05,0.04,0.16,0.63
2863,4,178,-114,-7.938202247191011,53.18117856978589,2828.237754071454,53.77037110703965,25,18,71.28930750506404,71.49769128412471,156.77289745412875,17,23.326297113401164,25.228880553219035,36.91339634264777,4313.47,0.03,0.76,0.15,0.06
2864,5,88,-67,8.292134831460674,32.381227134304126,1048.5438707233939,33.426088176550316,23,17,57.147051835960895,59.26433818463406,85.0668594319287,12,11.086423878656955,17.61233802949608,22.95427746495055,1213.51,0.23,0.12,0.33,0.21
2865,5,-35,-138,-72.79213483146067,22.910096516793345,524.8725224087866,76.31230186365981,0,19,-42.133409074870045,-41.38354666677522,-41.863428422225425,14,9.904501646007876,12.049085444988018,12.2727074468348,589.96,0.36,0.37,0.04,0.19
2866,2,202,-213,-4.264044943820225,83.67589258184681,7001.654999368765,83.7844680036323,20,14,116.82363974708113,185.898813492768,197.65737467551435,13,40.64629582718428,43.07552374443827,59.54360487293562,5815.71,0.07,0.12,0.23,0.41
2867,3,98,-235,-21.1123595505618,59.20359809181188,3505.0660270167905,62.85537171005346,15,14,40.243251326549654,81.22701110392663,92.14595799661355,16,19.90755871554973,26.36689242376222,49.87602011168127,3266.55,0.05,0.06,0.2,0.6
2868,1,234,-128,19.859550561797754,107.46699228720735,11549.154431258683,109.2865782233815,2,13,198.93293755619416,213.9125941083061,230.2075588547994,11,18.833252346207203,67.37409829868028,109.9062213330007,6663.54,0.02,0.02,0.02,0.43
2869,1,496,-573,-17.646067415730336,230.79888981690215,53268.127540714544,231.47248483557405,12,10,332.1944997942477,388.0869915608393,461.8602760907168,18,62.605904077653186,113.54946515057074,159.49234003848713,52671.73,0.12,0.11,0.71,0.07
2870,3,118,-183,-7.943820224719101,59.102911495150856,3493.1541472036356,59.63437286470188,20,16,84.88707697594324,108.67651124746527,101.09512778444866,16,25.771492327686893,29.88451138467978,31.36598273246254,2306.94,0.26,0.26,0.21,0.18
2871,1,648,-340,59.79213483146067,228.0070877691537,51987.23207297057,235.71663382263492,14,13,556.0200488706678,585.803736592804,599.6252835048712,14,61.895066313088726,105.73581052488329,230.0517753617488,30945.54,0.07,0.09,0.04,0.38
2872,5,139,-115,7.820224719101123,51.952130472422965,2699.0238606236585,52.53741310038875,18,13,89.06385360157745,124.34665566457869,132.3453669894351,12,14.947417770585995,24.877547801114417,45.1694808516046,1818.07,0.18,0.38,0.07,0.19
2873,3,73,-21,29.971910112359552,23.6273574473951,558.2520199469767,38.16500249875974,5,10,63.55617032379442,70.05882064633573,71.68642212783254,11,4.138701893956881,16.21248416988335,20.022089975701455,495.8,0.03,0.03,0.56,0.3
2874,5,71,-79,-13.752808988764045,33.094274904210025,1095.2310314354256,35.838119182189985,19,19,32.796901430330124,58.69304594433706,60.66283333977272,13,14.395415451676255,20.118823229445645,21.2708573414794,1174.61,0.13,0.31,0.26,0.23
2875,4,131,-125,-20.853932584269664,58.451180159709956,3416.5404620628706,62.05986598674005,19,12,71.26516892019525,94.90380391740783,115.53796254435044,10,13.258248030385632,14.901650652266941,60.828894811003224,3372.4,0.7,0.15,0.07,0.03
2876,5,109,-61,21.792134831460675,34.150140160335866,1166.2320729705848,40.51085303326932,19,19,75.72977833817075,76.97385481241093,104.85817250023815,12,9.945181895991956,23.018751985208283,19.973772874697172,573.9,0.38,0.33,0.16,0.08
2877,4,211,-130,2.1235955056179776,55.15938503880239,3042.557757858857,55.200248330332144,24,16,73.29226319416784,138.29900278417,130.12895180349096,20,23.621944732208977,28.565866752378017,38.00863655723164,2540.56,0.04,0.48,0.27,0.22
2878,2,35,-148,-41.735955056179776,35.37651333862595,1251.4976959979797,54.711860144299955,5,13,2.6058644385500207,4.986563781257357,33.13677223114035,8,6.427240900968006,17.06801192864447,21.95057072147366,593.67,0.12,0.09,0.33,0.39
2879,3,91,-109,-9.926966292134832,58.709915828923755,3446.854216639312,59.54325214837105,7,10,66.22032904612277,79.40750655187095,88.55494237719415,9,13.617054411694776,44.31829703040736,53.950785517315666,3929.99,0.03,0.01,0.29,0.45
2880,1,1405,-1383,-10.342696629213483,594.837897356964,353832.1241320541,594.9278069695666,14,13,1055.5044178224016,1157.9752250106305,1296.7638374077844,16,184.45645072899742,335.7099480388972,535.9250974889147,324466.87,0.15,0.27,0.53,0.01
2881,5,72,-78,-3.668539325842697,26.816631161560824,719.131706855195,27.066397758853125,20,22,55.31705937304176,62.703922286080655,55.746351119843865,15,10.719516859198633,12.541885032934566,16.52459170283419,385.76,0.03,0.32,0.3,0.28
2882,3,64,-35,12.140449438202246,23.566722010387007,555.3903863148594,26.510015067449594,16,17,49.782086009072415,56.60629570685846,58.232494809392264,11,7.385844691406856,9.39543600690478,22.75211399085842,552.99,0.03,0.05,0.1,0.81
2883,5,98,-88,-22.89325842696629,35.70816259483968,1275.0728758995076,42.41667310508181,12,17,29.91728603098325,83.89628941132764,57.76409572454699,11,12.817266108860942,14.547354056746695,19.96395667976372,1449.5,0.13,0.21,0.41,0.15
2884,5,135,-111,35.747191011235955,62.847935955823836,3949.8630539073347,72.3030062936606,11,16,122.79700764103275,124.37075970096706,127.43873258273403,18,21.6336372716263,24.14704258274279,23.427156278860423,2336.71,0.09,0.37,0.07,0.19
2885,5,145,-77,24.59550561797753,44.07519598537078,1942.622901148845,50.47337711856429,11,16,86.16737948852771,130.47044292811813,93.30212524460254,10,15.592267904508113,31.054370275546347,33.23400189386821,2838.47,0.34,0.16,0.02,0.46
2886,2,820,-1092,152.38202247191012,348.06981430722294,121152.59563186468,379.96430938246607,3,8,342.6658332599602,667.5692208648778,750.7188600486957,15,72.30569361623586,129.46797296784675,275.1120100735876,107545.65,0.0,0.02,0.06,0.6
2887,5,42,-68,-2.258426966292135,25.35723556065161,642.9893952783746,25.457609621495287,21,18,33.375040040803356,33.47174180390196,37.27980590592415,11,9.455330839414595,14.114056319797742,14.798337504030847,490.8,0.15,0.27,0.15,0.4
2888,3,54,-147,-36.235955056179776,50.87924069991835,2588.697134200228,62.46392217139193,7,10,19.58236871267904,30.487000371568776,51.622504352090374,11,9.494285177529898,11.870778214666931,63.98096614524854,2136.93,0.04,0.02,0.05,0.77
2889,4,188,-130,26.55056179775281,65.593146948829,4302.460926650675,70.76293703929315,29,15,147.82445494787942,152.7726455173131,160.47342634253138,13,25.92163088466383,26.057246740782666,35.57554795610564,4453.4,0.05,0.65,0.07,0.15
2890,4,292,-175,1.6348314606741574,82.50397552712585,6806.9059777805805,82.52017118065979,24,16,134.27449720327434,251.43169619402403,149.44026512841958,13,31.809237750030455,34.00947219647895,52.715383294254465,8062.35,0.24,0.61,0.1,0.02
2891,2,87,-189,-29.65730337078652,75.65200100228373,5723.225255649538,81.25749749331692,6,12,72.93094630847722,77.68151285916643,79.944697198004,17,17.493841508868712,28.205886604496875,83.98374042445988,5048.39,0.07,0.01,0.05,0.72
2892,3,107,-91,-9.196629213483146,40.59308334684729,1647.7984156040907,41.62182605910488,11,14,23.357220411791644,41.28913879449817,103.73554585752319,15,16.629960907425733,22.054255363632976,40.46823313677765,2558.82,0.0,0.02,0.28,0.62
2893,3,130,-161,-9.387640449438202,56.442187425708546,3185.7205213988123,57.21755250451335,8,12,48.93576314837612,69.10458094202374,126.15445874096709,12,7.71798008510929,12.265254506833664,50.49340790559064,3496.3,0.01,0.04,0.13,0.65
2894,3,40,-101,-26.01685393258427,30.339367891154968,920.477244034845,39.96691047084162,12,12,9.663181580294209,14.0758291649627,37.122957761499926,12,9.66450670504641,19.188334318014196,22.201765611573638,495.44,0.05,0.07,0.5,0.24
2895,5,166,-23,72.01123595505618,40.61687101232646,1649.7302108319655,82.676165335644,6,18,132.07923939976916,159.0880089431985,140.61844457935968,12,16.795269569001178,16.89857777666637,20.177309972388734,1189.91,0.11,0.23,0.2,0.22
2896,5,68,-174,-54.2247191011236,43.97541519730121,1933.83714177503,69.81516528212754,8,15,7.972855394241716,59.2211372144751,13.944788210623901,13,16.59277611293468,18.459977009922397,34.032541615116486,1971.57,0.23,0.2,0.12,0.33
2897,1,913,-480,5.426966292134831,313.15150110386764,98063.86264360561,313.1985226764992,15,13,498.8924861888339,777.3074835901805,889.9198386318218,16,111.1805810749023,155.59866156317557,221.7028355816346,112311.08,0.17,0.14,0.36,0.32
2898,2,26,-44,-4.859550561797753,14.033565053563976,196.9409481126121,14.851133955872895,20,14,18.847750923241666,20.260225094656235,22.298665315352572,8,5.748923631139058,8.085902183213985,9.936097969437032,183.15,0.17,0.12,0.45,0.25
2899,2,19,-79,-26.837078651685392,20.65585795531666,426.6644678702186,33.865812531622005,5,12,0.8719487095926872,7.692348342238953,16.41226657176329,9,8.262429746121464,13.579167258709324,14.061301930371261,415.12,0.2,0.04,0.41,0.27
2900,2,45,-240,-92.46629213483146,70.2841063495358,4939.85560535286,116.14590301218918,2,11,2.6802342463817475,23.873109007943466,40.30550138538174,15,26.928048609750643,27.27131550486652,65.3617808294886,5574.34,0.15,0.06,0.13,0.68
2901,2,67,-50,7.747191011235955,38.010024076706756,1444.7619303118274,38.791505498967226,5,15,62.923027704144,63.26298223189386,63.41274779715319,9,13.419515450993059,20.86559496224199,42.2517301640998,1474.71,0.02,0.02,0.05,0.5
2902,3,399,-124,58.29775280898876,128.95119752551633,16628.411343264732,141.51692240097188,15,16,250.29379556185899,322.3679112545157,371.17918573615293,15,23.447141859875188,24.570070510443752,154.52791144532367,13483.07,0.01,0.02,0.08,0.48
2903,3,43,-183,-47.57303370786517,47.590927197006515,2264.8963514707743,67.29108326992849,8,13,13.213991367112136,17.029163789804393,37.04315640448465,12,14.34606761480519,19.864025576590745,30.3686588723407,2290.42,0.08,0.06,0.37,0.41
2904,2,204,-116,55.00561797752809,78.58670851330513,6175.870754955184,95.9243908713782,10,12,126.3341093532963,198.44681377436797,199.97618963201006,12,11.497537944481234,16.741228203746275,72.04251277963415,2877.69,0.08,0.06,0.14,0.59
2905,4,120,-245,-48.061797752808985,65.14048432343498,4243.282697891678,80.95195551142416,19,15,43.22564170593087,43.93178389212394,109.3213196718675,17,23.94069110851151,26.858959398061963,42.71233764143655,2241.95,0.07,0.29,0.37,0.18
2906,2,22,-101,-48.140449438202246,23.718324680312097,562.5589256407019,53.66620722347359,2,10,-24.49001850810149,-17.547322258461723,19.063257261156675,9,7.694058169342402,9.075420562160804,12.3163491691625,427.06,0.22,0.07,0.12,0.37
2907,3,113,-108,-7.814606741573034,55.749181584282105,3107.9712473172594,56.29422106968615,8,12,69.78992931167926,74.79081441476501,108.77599727775663,14,14.1021229670024,18.26551911535894,61.07804595242185,4337.92,0.05,0.01,0.06,0.59
2908,5,141,-3,72.65730337078652,28.9686090765386,839.1803118293144,78.2193329359425,2,19,116.1818240398135,120.13999656044942,136.32650277162836,13,12.463189770619016,13.251511747066644,13.821295904943772,1056.84,0.15,0.36,0.34,0.09
2909,4,-20,-178,-72.20224719101124,26.666344472656963,711.0939275344026,76.96920440647865,0,18,-39.33811270017972,-28.329805927562482,-31.40673717246849,15,10.81907375985401,13.954815986105828,18.863256395371565,743.43,0.59,0.31,0.07,0.02
2910,5,73,-109,-12.752808988764045,40.51488307445239,1641.4557505365487,42.474579310929606,14,17,50.22728842852653,66.12373527021433,55.19203280903801,14,16.59884670794326,19.324564838504664,28.98158935121036,1772.4,0.06,0.13,0.28,0.37
2911,5,75,-67,-6.258426966292135,32.04457151870968,1026.8545638176997,32.64999956983327,29,20,50.361832454512815,61.87791505035114,52.50446497425885,13,12.594244897885448,13.190385773284808,15.918024613008054,909.96,0.12,0.37,0.14,0.24
2912,2,62,-106,-2.7865168539325844,38.49207474539106,1481.639818204772,38.59280366055338,11,15,45.98388994189501,59.41457289346958,60.64253174583774,11,5.253605069454089,14.386861370126681,33.95310439880757,1108.65,0.05,0.06,0.38,0.37
2913,3,214,-122,-10.915730337078651,94.573071919716,8944.065932331774,95.20094065251455,5,13,21.787354647249597,133.71246141286994,210.56579312441085,15,18.172086157385763,24.558433676305814,104.89940559264193,2818.54,0.02,0.02,0.06,0.78
2914,5,66,-61,0.016853932584269662,26.163804382489584,684.5446597651811,26.163809810886196,18,17,41.331840338616104,45.144683169982954,59.298203212758246,12,9.654215435732091,13.629659208953917,20.73546968600604,589.97,0.33,0.22,0.09,0.22
2915,3,159,-211,-10.685393258426966,76.01450120460355,5778.204393384674,76.76185265137828,9,15,60.267583168552235,133.22028332098623,150.01084576609253,14,32.566877442977805,41.787512714530585,69.51741365468959,5137.84,0.1,0.06,0.08,0.43
2916,1,778,-353,-12.842696629213483,275.2725268160528,75774.9640196945,275.5719486384717,5,14,491.7746156877888,520.8519943904736,694.4425689414728,15,65.81671726887018,72.30332482831226,239.1192456952991,63955.63,0.03,0.04,0.05,0.51
2917,3,53,-165,-42.90449438202247,52.25474422870397,2730.5582944072708,67.61178841433104,5,10,26.309819468419505,29.662227578877935,46.316375098488905,8,8.347924902105046,17.682714001155375,18.73464079308084,1717.54,0.17,0.02,0.15,0.47
2918,1,1000,-1213,-24.792134831460675,460.6521348874239,212200.38937634142,461.31880443554724,17,13,519.2598822429001,842.8687388563783,872.3278317713534,14,139.18160941396945,325.9006349327825,203.14319025588975,294889.06,0.5,0.2,0.16,0.15
2919,3,88,-116,11.280898876404494,57.34980163441396,3288.99974750663,58.44876754018251,3,9,71.32931718947275,84.69698532507323,86.8670787132877,8,5.401262875657508,6.984349311127468,53.967297638460515,3415.1,0.01,0.01,0.02,0.67
2920,3,80,-193,-30.01123595505618,53.97023615482192,2912.7863906072466,61.753223998082106,20,15,44.70645268140467,60.993176110543914,71.44211366092384,11,24.123806614551356,28.93537980873932,35.37344269393363,3477.72,0.2,0.1,0.3,0.35
2921,2,72,-128,-9.808988764044944,45.49376458187796,2069.6826158313334,46.539218691384306,8,9,41.36056032050506,68.66455430482857,54.02007662846267,9,8.427277290158115,31.220660860816363,34.85471572526683,1734.12,0.04,0.04,0.15,0.59
2922,3,-43,-115,-74.67977528089888,17.790406957818085,316.49857972478213,76.76957350233448,0,11,-56.10629012477497,-45.66475168458686,-45.139335559531354,8,2.3800592816057495,9.439493202812097,12.677925232073973,310.84,0.02,0.04,0.51,0.34
2923,4,185,-192,-9.98876404494382,75.62161785651283,5718.62908723646,76.27846678048807,13,16,84.58764161294314,134.658351887393,166.2900053382046,12,28.55314646618293,33.303112369152394,79.82940134012648,5883.01,0.17,0.14,0.02,0.37
2924,4,145,-179,-17.837078651685392,61.03509191766904,3725.282445398309,63.58807923050294,25,17,85.65734178194862,99.72472509272076,127.25963047209885,13,22.686938700063926,25.513639085996953,41.16878916771399,3194.65,0.15,0.53,0.17,0.1
2925,2,67,-244,-20.078651685393258,65.87419482809231,4339.409544249464,68.86626022772552,7,11,50.84919964178945,65.7173211318953,64.69818868449084,15,21.281228864203282,43.26922875152389,47.89988689716877,3031.02,0.08,0.02,0.22,0.7
2926,3,67,-90,-4.146067415730337,36.266507457797296,1315.2595631864667,36.502731927929,11,9,42.161136541675674,46.74223678378384,65.96067636629289,10,9.777962999805805,19.331079079000727,32.84164578770649,998.11,0.01,0.02,0.31,0.61
2927,2,117,-152,-11.94943820224719,50.75434032161325,2576.003061482136,52.142038077078084,14,15,71.92131886807877,98.9393955388452,99.59880358313998,15,26.627357381752763,27.88837272048372,34.74915530015709,1925.52,0.55,0.11,0.07,0.25
2928,2,96,-105,-1.3595505617977528,40.746199158515644,1660.252745865421,40.768874446022004,10,15,67.48363681471338,69.7646633832999,94.44221058956367,13,12.519347466380069,14.328831722965248,38.39722594000702,1927.12,0.03,0.12,0.25,0.59
2929,4,154,-46,68.7247191011236,46.049040251314274,2120.514108067162,82.72606072813757,7,15,141.77673239070208,144.12235273168073,147.54185558298937,11,8.328226483242998,11.042852275422426,21.448362024760034,2719.58,0.14,0.07,0.11,0.49
2930,5,107,-126,-8.202247191011235,46.92192409995851,2201.6669612422675,47.6334317493997,24,18,64.28862116707282,70.30582926396062,89.34722345164784,14,16.997631032213324,19.582787457349305,34.722215596894934,2294.45,0.14,0.52,0.09,0.13
2931,5,150,-79,50.01123595505618,41.64307795023135,1734.1459411690446,65.0789494607999,13,21,114.1299055826529,131.7061131142052,132.57492884970617,16,15.586432193300444,17.63970868461477,20.920198941121672,1830.54,0.12,0.53,0.13,0.13
2932,2,28,-50,-12.662921348314606,15.62153786918267,244.03244539830828,20.10925216093105,10,17,14.246099443115016,14.687352558257711,22.726236154686063,11,5.2458141640015254,8.836049188540315,13.577920244092214,265.71,0.11,0.1,0.21,0.52
2933,2,109,-195,-59.859550561797754,65.87891040198724,4340.030835753062,89.01233975811154,8,12,16.685610915032182,103.24941145154565,28.059896705806707,15,11.088433613555363,15.465876979471265,22.498134184550203,5333.49,0.04,0.02,0.07,0.47
2934,1,575,-293,-7.00561797752809,169.18942569259795,28625.061766191124,169.33440421083426,8,12,149.6433857727692,477.588136405851,480.6670599739813,18,57.38240688454067,71.05401643734746,162.55170389161142,28626.06,0.11,0.23,0.13,0.57
2935,3,90,-125,-10.792134831460674,47.38968911871376,2245.7826347683376,48.60301234479982,9,10,67.79194225585847,80.67664494884276,87.65201871301497,10,17.607073877555823,24.19196244053908,38.16939429773229,2553.46,0.08,0.12,0.35,0.4
2936,4,35,-180,-74.21910112359551,46.45865958976233,2158.407050877415,87.56073333676409,10,17,2.242471071346584,5.7899776478927105,23.331598007861594,14,19.12371465437821,19.73841928953418,23.094645469963023,2192.58,0.29,0.4,0.11,0.21
2937,5,88,-128,-17.702247191011235,45.65412340319524,2084.2989837141795,48.96599370303683,29,18,51.45191924693774,71.91666199633458,58.810509441304454,13,13.803947181836877,25.79987672643079,26.459456172629036,1373.52,0.26,0.5,0.08,0.04
2938,5,121,-113,6.03932584269663,45.57379031406601,2076.970363590457,45.97220704104513,21,17,74.60754440896942,106.2872384546082,92.15284835161987,14,20.29808467652157,23.882997816525215,25.66583672110226,1860.24,0.07,0.22,0.33,0.23
2939,4,207,-120,14.0,56.88328282693026,3235.7078651685392,58.580780680770545,22,17,88.24210627585083,102.68067697844879,173.79885192442865,15,18.949497004341193,22.48428848882694,48.91929379575243,2647.81,0.46,0.27,0.15,0.06
2940,5,76,-130,-47.04494382022472,42.29774348175714,1789.0991036485282,63.26393793225829,12,15,16.702913361704802,47.747422301571476,61.76952642892559,14,21.016706635751028,23.163747363543806,23.381490918501033,2103.31,0.26,0.3,0.36,0.07
2941,2,75,-209,-65.84831460674157,58.89215550738074,3468.285980305516,88.34187295305625,3,9,-15.24434613997407,42.535628922238374,69.51597434094606,12,22.571134370656864,32.12929017840008,55.61708679581067,2623.61,0.04,0.02,0.6,0.33
2942,5,73,-61,16.297752808988765,25.900763415620215,670.8495455119305,30.601736750302774,10,16,51.33199512319614,56.17425702562525,63.456231032528635,11,11.15654185994808,11.989636961951367,11.325894070325512,1008.17,0.19,0.17,0.23,0.31
2943,1,1073,-1851,73.97191011235955,704.7777993112222,496711.7464019694,708.6491303089565,22,14,808.9715636408753,814.8439180994005,1057.5872227366547,16,298.227131524474,368.1472765406019,466.48627586701133,410126.79,0.1,0.28,0.45,0.19
2944,1,624,-1127,70.81460674157303,406.59408078354517,165318.74652821606,412.71473811360283,14,12,531.8703828428884,580.3213985649492,557.7477572009357,14,208.92385828025866,209.1320213695386,351.0059976692455,167345.8,0.06,0.21,0.22,0.52
